date,open,high,low,close,volume
201010281100,303.791,304.82,303.63,303.9,1508231
201010281200,303.87,303.88,301.38,301.43,2447947
201010281300,301.39,304,300.9,303.5,2899024
201010281400,303.47,305.41,303.41,304.82,2243312
201010281500,304.82,306.44,304.45,305.23,3497512
201010281600,305.24,305.7,304.92,305.59,293786
201010290900,305.25,305.88,304,304.415,1707143
201010291000,304.41,305.3,302.64,303.5,2120277
201010291100,303.43,303.63,302,302.56,1798253
201010291200,302.56,304.65,302.56,303.636,1584171
201010291300,303.66,303.66,302.26,302.981,1742103
201010291400,302.969,303.15,302.0201,302.13,1241411
201010291500,302.112,302.7499,300.88,300.88,3728302
201010291600,300.88,301,300.15,300.35,888946
201011010900,301.97,305.5,300.98,304.88,3298451
201011011000,304.899,305.6,304.1,304.36,2814665
201011011100,304.3001,304.5,302.33,303.93,2960890
201011011200,303.94,304.37,303.5,303.8,1177355
201011011300,303.8056,304.25,303.5,303.9,962826
201011011400,303.888,304.27,303.2,303.7736,1199927
201011011500,303.7601,304.2,302.5,304.18,2251370
201011011600,304.19,304.37,303.75,304.14,237300
201011020900,306.02,309.65,306,308.8,2692958
201011021000,308.79,309.34,307.1,308.36,2619342
201011021100,308.4,308.75,307.1,308.17,1051626
201011021200,308.17,308.99,308.02,308.85,966347
201011021300,308.88,310,308.1,309.99,2125289
201011021400,309.99,310.19,308.1,308.98,2018017
201011021500,308.92,310.1,308.1,308.99,2075216
201011021600,308.99,310.15,308.1,309.84,1565334
201011030900,310.65,312,310.09,311.4,2145111
201011031000,311.4,312,309.85,309.99,2627645
201011031100,309.97,310.55,309.03,309.65,1829300
201011031200,309.69,310.22,309.04,309.98,900900
201011031300,309.98,310.71,309.1,309.95,1110398
201011031400,309.96,312.15,308.53,311.85,3901723
201011031500,311.85,312.88,311.1,312.22,3694053
201011031600,312.22,313.39,312.08,313.2,1669916
201011040900,315.77,317.64,315.03,317.1,2748478
201011041000,317.1,317.97,316.1,317.96,3854750
201011041100,317.97,320.18,317.1,318.7,5629100
201011041200,318.71,320,317.1,318.58,2028204
201011041300,318.58,318.96,318.06,318.74,1334294
201011041400,318.72,318.8,317.1,318.5,1754025
201011041500,318.52,318.62,317,317.6,2581897
201011041600,317.59,318.34,316.1,316.84,2457142
201011050900,318.59,319.57,317.1,317.62,1898817
201011051000,317.61,318.97,317.1,318.54,2347074
201011051100,318.5,319.08,317.1,317.79,1628352
201011051200,317.8,318.22,317.1,317.96,1013002
201011051300,318.01,318.6,317.1,318.45,726737
201011051400,318.37,318.37,317.1,317.95,1151397
201011051500,317.98,318.17,317.1,317.16,1297238
201011051600,317.01,317.88,316.1,317.64,1894555
201011080905,317.67,319.24,316.76,318.21,1722887
201011081005,318.26,319.77,317.1,319.56,2336234
201011081105,319.57,319.57,318.1,318.91,917085
201011081205,318.88,319.25,318.1,319.02,558048
201011081305,319.03,319.25,318.1,318.87,572591
201011081405,318.89,319.07,318.1,318.81,488243
201011081505,318.77,319.45,318.1,319.05,1122673
