295.01,295.05,294.82,294.82
294.81,294.9,294.8,294.85
294.85,294.98,294.84,294.85
294.83,294.83,294.75,294.83
294.8,294.82,294.64,294.67
294.64,294.84,294.5,294.77
294.74,296.25,294.74,295.71
295.75,296.69,295.58,296.31
296.35,296.59,295.9,296.07
296.1,296.19,295.27,295.38
295.45,295.89,295,295.83
295.85,296.14,295.65,296.14
296.11,296.57,296.04,296.2
296.2,296.7,296.13,296.35
296.35,296.36,295.9,296.07
296.07,296.47,296,296.35
296.35,296.87,296.31,296.83
296.86,297.12,296.68,296.9
296.9,297,296.24,296.41
296.4,296.55,296.3,296.49
296.49,296.73,296.37,296.43
296.41,296.41,295.69,295.77
295.75,295.97,295.6,295.75
295.75,296.15,295.7,296.04
296.02,296.3,295.87,296.12
296.12,296.17,295.85,296.09
296.1,296.27,295.9,296.16
296.16,296.33,296,296.1
296.02,296.46,296.02,296.32
296.33,296.46,296.18,296.24
296.27,296.44,296.22,296.3
296.3,296.62,296.25,296.5
296.5,296.52,296.14,296.22
296.26,296.4,296.07,296.16
296.16,296.23,296.03,296.13
296.12,296.2,295.92,296.07
296.1,296.2,295.95,296.09
296.11,296.15,295.9,296.04
296.01,296.33,295.98,296.29
296.27,296.35,296.13,296.32
296.35,296.37,296.15,296.31
296.35,296.47,296.26,296.35
296.34,296.53,296.26,296.43
296.44,296.82,296.4,296.6
296.57,296.67,296.52,296.58
296.61,296.61,296.36,296.4
296.4,296.49,296.28,296.38
296.36,296.62,296.35,296.6
296.6,296.64,296.4,296.56
296.53,296.64,296.44,296.63
296.63,296.76,296.56,296.72
296.72,296.75,296.6,296.65
296.63,296.72,296.56,296.69
296.68,296.73,296.56,296.59
296.62,296.67,296.5,296.56
296.57,296.67,296.55,296.63
296.64,296.74,296.57,296.74
296.71,296.77,296.57,296.75
296.72,296.93,296.67,296.91
296.89,296.91,296.7,296.81
296.85,296.89,296.7,296.71
296.71,296.83,296.64,296.78
296.73,296.73,296.59,296.65
296.61,296.79,296.56,296.66
296.69,296.72,296.6,296.71
296.71,296.74,296.65,296.73
296.73,296.89,296.57,296.89
296.88,297,296.84,296.98
296.98,297.2,296.95,297.19
297.2,297.24,296.95,297.09
297.07,297.16,296.83,297.01
296.98,297.09,296.87,296.95
296.95,297.08,296.84,296.92
296.92,297.05,296.91,297
296.98,297.01,296.25,296.41
296.41,296.61,296.31,296.39
296.35,296.49,296.01,296.05
296.05,296.18,295.59,295.68
295.67,295.83,295.09,295.11
295.11,295.52,295.02,295.19
295.19,295.32,294.6,295.3
295.26,295.76,295.06,295.64
295.66,295.7,295.44,295.53
295.52,295.53,295.11,295.36
295.48,295.86,295.36,295.86
295.84,295.84,295.36,295.75
295.78,296.11,295.62,295.63
295.61,295.65,295.55,295.65
295.65,295.7,295.65,295.7
295.6,295.66,295.6,295.61
295.67,295.7,295.56,295.57
295.57,295.57,295.52,295.52
295.52,296.11,295.5,295.54
295.5,295.5,295.47,295.5
295.45,295.45,295.44,295.44
295.44,295.44,295.44,295.44
296.02,296.04,295.8,295.82
295.85,295.95,295.77,295.85
295.85,296,295.76,295.86
295.97,296.09,295.95,296.09
296.06,296.2,295.73,295.75
295.75,295.75,295.36,295.41
295.41,296.25,294.8,295.8
295.79,296.69,295.6,296.2
296.19,296.21,295.6,295.66
295.65,295.71,293.28,293.49
293.48,293.88,292.49,293.4
293.35,293.93,293.18,293.58
293.58,294.55,293.5,294.37
294.34,294.85,294.12,294.16
294.13,295.17,294.1,295.13
295.05,295.7,294.97,295.58
295.55,295.75,295.33,295.34
295.38,295.68,295.28,295.35
295.35,295.9,295.33,295.78
